2525Charlie1stTen;2525Charlie;2525DeltaSymbolSet;2525DeltaEntity;2525DeltaMod1;2525DeltaMod2;2525DeltaName;2525DeltaMod1Name;2525DeltaMod2Name;DeltaToCharlie;Remarks
G*FPPCL---;G*FPPCL--------;25;250300;00;00;Fires Points : Launch Point;;;;
G*FPPCR---;G*FPPCR--------;25;250400;00;00;Fires Points : Reload Point;;;;
G*FPPCS---;G*FPPCS--------;25;250500;00;00;Fires Points : Survey Control Point;;;;
G*FPLCF---;G*FPLCF--------;25;260100;00;00;Fire Lines : Fire Support Coordination Line (FSCL);;;;
G*FPLCC---;G*FPLCC--------;25;260200;00;00;Fire Lines : Coordinated Fire Line (CFL);;;;
G*FPLCN---;G*FPLCN--------;25;260300;00;00;Fire Lines : No Fire Line;;;;
G*FPLCR---;G*FPLCR--------;25;260500;00;00;Fire Lines : Restrictive Fire Line;;;;
G*FPLCM---;G*FPLCM--------;25;260600;00;00;Fire Lines : Munition Flight Path;;;;
G*MPOGB---;G*MPOGB--------;25;270100;00;00;Protection Areas : Obstacle Belt;;;;
G*MPOGZ---;G*MPOGZ--------;25;270200;00;00;Protection Areas : Obstacle Zone;;;;
G*MPOGF---;G*MPOGF--------;25;270300;00;00;Protection Areas : Obstacle Free Zone;;;;
G*MPOGR---;G*MPOGR--------;25;270400;00;00;Protection Areas : Obstacle Restricted Zone;;;;
G*MPOEB---;G*MPOEB--------;25;270501;00;00;Protection Areas : Obstacle Effects : Block;;;;
G*MPOED---;G*MPOED--------;25;270502;00;00;Protection Areas : Obstacle Effects : Disrupt;;;;
G*MPOEF---;G*MPOEF--------;25;270503;00;00;Protection Areas : Obstacle Effects : Fix;;;;
G*MPOET---;G*MPOET--------;25;270504;00;00;Protection Areas : Obstacle Effects : Turn;;;;
G*MPBDE---;G*MPBDE--------;25;270601;00;00;Protection Areas : Obstacle Bypass : Easy;;;;
G*MPBDD---;G*MPBDD--------;25;270602;00;00;Protection Areas : Obstacle Bypass : Difficult;;;;
G*MPBDI---;G*MPBDI--------;25;270603;00;00;Protection Areas : Obstacle Bypass : Impossible;;;;
G*MPOFS---;G*MPOFS--------;25;270701;00;00;Protection Areas : Minefield : Completed;;;;
G*GPPN----;G*GPPN---------;25;270705;00;00;Protection Areas : Minefield : Dummy;;;;
G*GPPC----;G*GPPC---------;25;270706;00;00;Protection Areas : Minefield : Dummy Minefield- Dymanic;;;;
G*MPOFD---;G*MPOFD--------;25;270707;00;00;Protection Areas : Minefield : Dynamic Depiction;;;;
G*MPOFA---;G*MPOFA--------;25;270800;00;00;Protection Areas : Mined Area;;;;
G*GPPM----;G*GPPM---------;25;270900;00;00;Protection Areas : Decoy Mined Area;;;;
G*GPPY----;G*GPPY---------;25;270901;00;00;Protection Areas : Decoy Mined Area : Fenced;;;;
G*MPOU----;G*MPOU---------;25;271000;00;00;Protection Areas : Unexploded Explosive Ordnance (UXO) Area;;;;
G*MPOFG---;G*MPOFG--------;25;271100;00;00;Protection Areas : Bridge or Gap;;;;
G*MPORP---;G*MPORP--------;25;271201;00;00;Protection Areas : Roadblocks- Craters and Blown Bridges : Planned;;;;
G*MPORS---;G*MPORS--------;25;271202;00;00;Protection Areas : Roadblocks- Craters and Blown Bridges : Explosives-State of Readiness 1 (Safe);;;;
G*MPORA---;G*MPORA--------;25;271203;00;00;Protection Areas : Roadblocks- Craters and Blown Bridges : Explosives-State of Readiness 2 (armed but passable);;;;
G*MPORC---;G*MPORC--------;25;271204;00;00;Protection Areas : Roadblocks- Craters and Blown Bridges : Roadblock Complete (Executed);;;;
G*MPBCA---;G*MPBCA--------;25;271300;00;00;Protection Areas : Assault Crossing;;;;
G*MPBCB---;G*MPBCB--------;25;271400;00;00;Protection Areas : Bridge;;;;
G*MPBCE---;G*MPBCE--------;25;271500;00;00;Protection Areas : Ford Easy;;;;
G*MPBCD---;G*MPBCD--------;25;271600;00;00;Protection Areas : Ford Difficult;;;;
G*MPNB----;G*MPNB---------;25;271700;00;00;Protection Areas : Biological Contaminated Area;;;;
G*MPNC----;G*MPNC---------;25;271800;00;00;Protection Areas : Chemical Contaminated Area;;;;
G*MPNR----;G*MPNR---------;25;271900;00;00;Protection Areas : Nuclear Contaminated Area;;;;
G*MPNM----;G*MPNM---------;25;272100;00;00;Protection Areas : Minimum Safe Distance Zone;;;;
G*MPNL----;G*MPNL---------;25;272200;00;00;Protection Areas : Radiation Dose Rate Contour Lines;;;;
G*MPOS----;G*MPOS---------;25;280100;00;00;Protection Points : Abatis;;;;
G*MPOMP---;G*MPOMP--------;25;280200;00;00;Protection Points : Antipersonnel Mine;;;;
G*MPOME---;G*MPOME--------;25;280201;00;00;Protection Points : Antipersonnel Mine : With Directional Effects;;;;
G*MPOMT---;G*MPOMT--------;25;280300;00;00;Protection Points : Antitank Mine;;;;
G*MPOMD---;G*MPOMD--------;25;280400;00;00;Protection Points : Antitank Mine with Anti-handling Device;;;;
G*MPOMW---;G*MPOMW--------;25;280500;00;00;Protection Points : Wide Area Antitank Mine;;;;
G*MPOMU---;G*MPOMU--------;25;280600;00;00;Protection Points : Unspecified Mine;;;;
G*MPOB----;G*MPOB---------;25;280700;00;00;Protection Points : Booby Trap;;;;
G*MPBCP---;G*MPBCP--------;25;280800;00;00;Protection Points : Engineer Regulating Point;;;;
G*MPSE----;G*MPSE---------;25;280900;00;00;Protection Points : Shelter;;;;
G*MPSS----;G*MPSS---------;25;281000;00;00;Protection Points : Shelter Above Ground;;;;
G*MPSU----;G*MPSU---------;25;281100;00;00;Protection Points : Below Ground Shelter;;;;
G*MPSF----;G*MPSF---------;25;281200;00;00;Protection Points : Fort;;;;
G*MPNEC---;G*MPNEC--------;25;281300;00;00;Protection Points : Chemical Event;;;;
G*MPNEB---;G*MPNEB--------;25;281400;00;00;Protection Points : Biological Event;;;;
G*MPNZ----;G*MPNZ---------;25;281500;00;00;Protection Points : Nuclear Event;;;;
G*MPNF----;G*MPNF---------;25;281600;00;00;Protection Points : Nuclear Fallout Producing Event;;;;
G*MPNDP---;G*MPNDP--------;25;281800;00;00;Protection Points : Decontamination/Site;;;;
G*MPNDA---;G*MPNDA--------;25;281801;00;00;Protection Points : Decontamination/Site : Alternate;;;;
G*MPNDE---;G*MPNDE--------;25;281802;00;00;Protection Points : Decontamination/Site : Equipment;;;;
G*MPNDT---;G*MPNDT--------;25;281803;00;00;Protection Points : Decontamination/Site : Troop;;;;
G*MPNDB---;G*MPNDB--------;25;281804;00;00;Protection Points : Decontamination/Site : Equipment/Troop;;;;
G*MPNDO---;G*MPNDO--------;25;281805;00;00;Protection Points : Decontamination/Site : Operational;;;;
G*MPNDD---;G*MPNDD--------;25;281806;00;00;Protection Points : Decontamination/Site : Thorough;;;;
G*MPOAOF--;G*MPOAOF-------;25;281901;00;00;Protection Points : Tetrahedrons- Dragons Teeth- and Other Similar Obstacles : Fixed and Prefabricated;;;;
G*MPOAOM--;G*MPOAOM-------;25;281902;00;00;Protection Points : Tetrahedrons- Dragons Teeth- and Other Similar Obstacles : Movable;;;;
G*MPOAOP--;G*MPOAOP-------;25;281903;00;00;Protection Points : Tetrahedrons- Dragons Teeth- and Other Similar Obstacles : Movable and Prefabricated;;;;
G*MPOHTL--;G*MPOHTL-------;25;282001;00;00;Protection Points : Vertical Obstructions : Tower-Low;;;;
G*MPOHTH--;G*MPOHTH-------;25;282002;00;00;Protection Points : Vertical Obstructions : Tower-High;;;;
G*MPOHO---;G*MPOHO--------;25;282003;00;00;Protection Points : Vertical Obstructions : Overhead Wire;;;;
G*MPOGL---;G*MPOGL--------;25;290100;00;00;Protection Lines : Obstacle Line;;;;
G*MPOADU--;G*MPOADU-------;25;290201;00;00;Protection Lines : Antitank Obstacles : Under Construction;;;;
G*MPOADC--;G*MPOADC-------;25;290202;00;00;Protection Lines : Antitank Obstacles : Completed;;;;
G*MPOAR---;G*MPOAR--------;25;290203;00;00;Protection Lines : Antitank Obstacles : Reinforced-with Antitank Mines;;;;
G*MPOAW---;G*MPOAW--------;25;290204;00;00;Protection Lines : Antitank Obstacles : Antitank Wall;;;;
G*MPOWU---;G*MPOWU--------;25;290301;00;00;Protection Lines : Wire Obstacles : Unspecified Wire;;;;
G*MPOWS---;G*MPOWS--------;25;290302;00;00;Protection Lines : Wire Obstacles : Single Fence Wire;;;;
G*MPOWD---;G*MPOWD--------;25;290303;00;00;Protection Lines : Wire Obstacles : Double Fence Wire;;;;
G*MPOWA---;G*MPOWA--------;25;290304;00;00;Protection Lines : Wire Obstacles : Double Apron Fence;;;;
G*MPOWL---;G*MPOWL--------;25;290305;00;00;Protection Lines : Wire Obstacles : Low Wire Fence;;;;
G*MPOWH---;G*MPOWH--------;25;290306;00;00;Protection Lines : Wire Obstacles : High Wire Fence;;;;
G*MPOWCS--;G*MPOWCS-------;25;290307;00;00;Protection Lines : Wire Obstacles : Single Concertina;;;;
G*MPOWCD--;G*MPOWCD-------;25;290308;00;00;Protection Lines : Wire Obstacles : Double Strand Concertina;;;;
G*MPOWCT--;G*MPOWCT-------;25;290309;00;00;Protection Lines : Wire Obstacles : Triple Strand Concertina;;;;
G*MPOMC---;G*MPOMC--------;25;290400;00;00;Protection Lines : Mine Cluster;;;;
G*MPOT----;G*MPOT---------;25;290500;00;00;Protection Lines : Trip Wire;;;;
G*MPBCL---;G*MPBCL--------;25;290600;00;00;Protection Lines : Lane;;;;
G*MPBCF---;G*MPBCF--------;25;290700;00;00;Protection Lines : Ferry;;;;
G*MPBCR---;G*MPBCR--------;25;290800;00;00;Protection Lines : Raft Site;;;;
G*MPSL----;G*MPSL---------;25;290900;00;00;Protection Lines : Fortified Line;;;;
G*MPSW----;G*MPSW---------;25;291000;00;00;Protection Lines : Fortified Position;;;;
G*SPAD----;G*SPAD---------;25;310100;00;00;Sustainment Areas : Detainee Holding Area;;;;
G*SPAE----;G*SPAE---------;25;310200;00;00;Sustainment Areas : Enemy Prisoner of War Holding Area;;;;
G*SPAR----;G*SPAR---------;25;310300;00;00;Sustainment Areas : Forward Arming and Refueling Point;;;;
G*SPAH----;G*SPAH---------;25;310400;00;00;Sustainment Areas : Refugee Holding Area;;;;
G*SPASR---;G*SPASR--------;25;310500;00;00;Sustainment Areas : Regimental Support Area;;;;
G*SPASB---;G*SPASB--------;25;310600;00;00;Sustainment Areas : Brigade Support Area;;;;
G*SPASD---;G*SPASD--------;25;310700;00;00;Sustainment Areas : Division Support Area;;;;
G*SPPX----;G*SPPX---------;25;320100;00;00;Sustainment Points : Ambulance Exchange Point;;;;
G*SPPAS---;G*SPPAS--------;25;320200;00;00;Sustainment Points : Ammunition Supply Point;;;;
G*SPPAT---;G*SPPAT--------;25;320300;00;00;Sustainment Points : Ammunition Transfer Point;;;;
G*SPPC----;G*SPPC---------;25;320400;00;00;Sustainment Points : Cannibalization Point;;;;
G*SPPY----;G*SPPY---------;25;320500;00;00;Sustainment Points : Casualty Collection Point;;;;
G*SPPT----;G*SPPT---------;25;320600;00;00;Sustainment Points : Civilian Collection Point;;;;
G*SPPD----;G*SPPD---------;25;320700;00;00;Sustainment Points : Detainee Collection Point;;;;
G*SPPE----;G*SPPE---------;25;320800;00;00;Sustainment Points : Enemy Prisoner of War Collection Point;;;;
G*SPPL----;G*SPPL---------;25;320900;00;00;Sustainment Points : Logistics Release Point;;;;
G*SPPM----;G*SPPM---------;25;321000;00;00;Sustainment Points : Maintenance Collection Point (MCP);;;;
G*SPPR----;G*SPPR---------;25;321200;00;00;Sustainment Points : Rearm-Refuel and Resupply Point (R3P);;;;
G*SPPU----;G*SPPU---------;25;321300;00;00;Sustainment Points : Refuel on the Move (ROM) Point;;;;
G*SPPO----;G*SPPO---------;25;321400;00;00;Sustainment Points : Traffic Control Post (TCP);;;;
G*SPPI----;G*SPPI---------;25;321500;00;00;Sustainment Points : Trailer Transfer Point (TTP);;;;
G*SPPN----;G*SPPN---------;25;321600;00;00;Sustainment Points : Unit Maintenance Collection Point (UMCP);;;;
G*SPPSZ---;G*SPPSZ--------;25;321700;00;00;Sustainment Points : General Supply;;;;
G*SPPSA---;G*SPPSA--------;25;321707;00;00;Sustainment Points : General Supply : US Class I Supply Point;;;;
G*SPPSB---;G*SPPSB--------;25;321708;00;00;Sustainment Points : General Supply : US Class II Supply Point;;;;
G*SPPSC---;G*SPPSC--------;25;321709;00;00;Sustainment Points : General Supply : US Class III Supply Point;;;;
G*SPPSD---;G*SPPSD--------;25;321710;00;00;Sustainment Points : General Supply : US Class IV Supply Point;;;;
G*SPPSE---;G*SPPSE--------;25;321711;00;00;Sustainment Points : General Supply : US Class V Supply Point;;;;
G*SPPSF---;G*SPPSF--------;25;321712;00;00;Sustainment Points : General Supply : US Class VI Supply Point;;;;
G*SPPSG---;G*SPPSG--------;25;321713;00;00;Sustainment Points : General Supply : US Class VII Supply Point;;;;
G*SPPSH---;G*SPPSH--------;25;321714;00;00;Sustainment Points : General Supply : US Class VIII Supply Point;;;;
G*SPPSI---;G*SPPSI--------;25;321715;00;00;Sustainment Points : General Supply : US Class IX Supply Point;;;;
G*SPPSJ---;G*SPPSJ--------;25;321716;00;00;Sustainment Points : General Supply : US Class X Supply Point;;;;
G*SPLCM---;G*SPLCM--------;25;330100;00;00;Sustainment Lines : Moving Convoy;;;;
G*SPLCH---;G*SPLCH--------;25;330200;00;00;Sustainment Lines : Halted Convoy;;;;
G*SPLRM---;G*SPLRM--------;25;330300;00;00;Sustainment Lines : Main Supply Route;;;;
G*SPLRO---;G*SPLRO--------;25;330301;00;00;Sustainment Lines : Main Supply Route : One Way Traffic;;;;
G*SPLRW---;G*SPLRW--------;25;330302;00;00;Sustainment Lines : Main Supply Route : Two Way Traffic;;;;
G*SPLRA---;G*SPLRA--------;25;330400;00;00;Sustainment Lines : Alternate Supply Route;;;;
G*SPLRT---;G*SPLRT--------;25;330401;00;00;Sustainment Lines : Alternate Supply Route : One Way Traffic;;;;
G*TPB-----;G*TPB----------;25;340100;00;00;Mission Tasks : Block;;;;
G*TPH-----;G*TPH----------;25;340200;00;00;Mission Tasks : Breach;;;;
G*TPY-----;G*TPY----------;25;340300;00;00;Mission Tasks : Bypass;;;;
G*TPC-----;G*TPC----------;25;340400;00;00;Mission Tasks : Canalize;;;;
G*TPX-----;G*TPX----------;25;340500;00;00;Mission Tasks : Clear;;;;
G*TPK-----;G*TPK----------;25;340600;00;00;Mission Tasks : Counterattack;;;;
G*TPKF----;G*TPKF---------;25;340700;00;00;Mission Tasks : Counterattack by Fire;;;;
G*TPL-----;G*TPL----------;25;340800;00;00;Mission Tasks : Delay;;;;
G*TPD-----;G*TPD----------;25;340900;00;00;Mission Tasks : Destroy;;;;
G*TPT-----;G*TPT----------;25;341000;00;00;Mission Tasks : Disrupt;;;;
G*TPF-----;G*TPF----------;25;341100;00;00;Mission Tasks : Fix;;;;
G*TPA-----;G*TPA----------;25;341200;00;00;Mission Tasks : Follow and Assume;;;;
G*TPAS----;G*TPAS---------;25;341300;00;00;Mission Tasks : Follow and Support;;;;
G*TPI-----;G*TPI----------;25;341400;00;00;Mission Tasks : Interdict;;;;
G*TPE-----;G*TPE----------;25;341500;00;00;Mission Tasks : Isolate;;;;
G*TPN-----;G*TPN----------;25;341600;00;00;Mission Tasks : Neutralize;;;;
G*TPO-----;G*TPO----------;25;341700;00;00;Mission Tasks : Occupy;;;;
G*TPP-----;G*TPP----------;25;341800;00;00;Mission Tasks : Penetrate;;;;
G*TPR-----;G*TPR----------;25;341900;00;00;Mission Tasks : Relief in Place (RIP);;;;
G*TPM-----;G*TPM----------;25;342000;00;00;Mission Tasks : Retire/Retirement;;;;
G*TPS-----;G*TPS----------;25;342100;00;00;Mission Tasks : Secure;;;;
G*TPUC----;G*TPUC---------;25;342201;00;00;Mission Tasks : Security : Cover;;;;
G*TPUG----;G*TPUG---------;25;342202;00;00;Mission Tasks : Security : Guard;;;;
G*TPUS----;G*TPUS---------;25;342203;00;00;Mission Tasks : Security : Screen;;;;
G*TPZ-----;G*TPZ----------;25;342300;00;00;Mission Tasks : Seize;;;;
G*TPW-----;G*TPW----------;25;342400;00;00;Mission Tasks : Withdraw;;;;
G*TPWP----;G*TPWP---------;25;342500;00;00;Mission Tasks : Withdraw Under Pressure;;;;
G*GPGLB---;G*GPGLB--------;25;110100;00;00;Command and Control Lines : Boundary;;;;
G*GPGAG---;G*GPGAG--------;25;151200;00;00;Maneuver Areas : General Area;;;;
S*SPC-----;S*SPC----------;30;120000;00;00;Military Combatant;;;;
S*SPCLCV--;S*SPCLCV-------;30;120100;00;00;Military Combatant : Carrier;;;;
S*SPCL----;S*SPCL---------;30;120200;00;00;Military Combatant : Surface Combatant- Line;;;;
S*SPCLBB--;S*SPCLBB-------;30;120201;00;00;Military Combatant : Surface Combatant- Line : Battleship;;;;
S*SPCLCC--;S*SPCLCC-------;30;120202;00;00;Military Combatant : Surface Combatant- Line : Cruiser;;;;
S*SPCLDD--;S*SPCLDD-------;30;120203;00;00;Military Combatant : Surface Combatant- Line : Destroyer;;;;
S*SPCLFF--;S*SPCLFF-------;30;120204;00;00;Military Combatant : Surface Combatant- Line : Frigate;;;;
S*SPCLLL--;S*SPCLLL-------;30;120206;00;00;Military Combatant : Surface Combatant- Line : Littoral Combatant Ship;;;;
S*SPCLLLAS;S*SPCLLLAS-----;30;120206;03;00;Military Combatant : Surface Combatant- Line : Littoral Combatant Ship;Mission Area : Antisubmarine Warfare (Sea Surface);;;
S*SPCLLLMI;S*SPCLLLMI-----;30;120206;10;00;Military Combatant : Surface Combatant- Line : Littoral Combatant Ship;Mission Area : Mine Warfare (Sea Surface);;;
S*SPCLLLSU;S*SPCLLLSU-----;30;120206;13;00;Military Combatant : Surface Combatant- Line : Littoral Combatant Ship;Mission Area : Surface Warfare (Sea Surface);;;
S*SPCA----;S*SPCA---------;30;120300;00;00;Military Combatant : Amphibious Warfare Ship;;;;
S*SPCALA--;S*SPCALA-------;30;120302;00;00;Military Combatant : Amphibious Warfare Ship : Assault- Non-specified;;;;
S*SPCALS--;S*SPCALS-------;30;120307;00;00;Military Combatant : Amphibious Warfare Ship : Landing Ship;;;;
S*SPCALSM-;S*SPCALSM------;30;120307;00;04;Military Combatant : Amphibious Warfare Ship : Landing Ship;;Ship Capacity : Medium;;
S*SPCALST-;S*SPCALST------;30;120307;00;07;Military Combatant : Amphibious Warfare Ship : Landing Ship;;Cargo Capacity : Tank;;
S*SPCALC--;S*SPCALC-------;30;120308;00;00;Military Combatant : Amphibious Warfare Ship : Landing Craft;;;;
S*SPCM----;S*SPCM---------;30;120400;00;00;Military Combatant : Mine Warfare Ship;;;;
S*SPCMML--;S*SPCMML-------;30;120401;00;00;Military Combatant : Mine Warfare Ship : Mine Layer;;;;
S*SPCMMS--;S*SPCMMS-------;30;120402;00;00;Military Combatant : Mine Warfare Ship : Mine Sweeper;;;;
S*SPCMMH--;S*SPCMMH-------;30;120404;00;00;Military Combatant : Mine Warfare Ship : Mine Hunter;;;;
S*SPCMMA--;S*SPCMMA-------;30;120406;00;00;Military Combatant : Mine Warfare Ship : Mine Countermeasures- Support Ship;;;;
S*SPCP----;S*SPCP---------;30;120500;00;00;Military Combatant : Patrol Boat;;;;
S*SPCPSU--;S*SPCPSU-------;30;120500;00;13;Military Combatant : Patrol Boat;;USV Control : Autonomous Control;;
S*SPCPSUT-;S*SPCPSUT------;30;120500;17;00;Military Combatant : Patrol Boat;Weapons Capability : Torpedo;;;
S*SPCPSB--;S*SPCPSB-------;30;120501;00;00;Military Combatant : Patrol Boat : Patrol Craft- Submarine Chaser/Escort- General;;;;
S*SPCPSUG-;S*SPCPSUG------;30;120502;00;00;Military Combatant : Patrol Boat : Patrol Ship- General;;;;
S*SPCD----;S*SPCD---------;30;120600;00;00;Military Combatant : Decoy;;;;
S*SPCU----;S*SPCU---------;30;120700;00;00;Military Combatant : Unmanned Surface Water Vehicle (USV);;;;
S*SPCUS---;S*SPCUS--------;30;120700;03;00;Military Combatant : Unmanned Surface Water Vehicle (USV);Mission Area : Antisubmarine Warfare (Sea Surface);;;
S*SPCUM---;S*SPCUM--------;30;120700;07;00;Military Combatant : Unmanned Surface Water Vehicle (USV);Mission Area : Mine Countermeasures (Sea Surface);;;
S*SPCUR---;S*SPCUR--------;30;120700;11;00;Military Combatant : Unmanned Surface Water Vehicle (USV);Mission Area : Remote Multi-Mission Vehicle (USV-only);;;
S*SPCUN---;S*SPCUN--------;30;120700;13;00;Military Combatant : Unmanned Surface Water Vehicle (USV);Mission Area : Surface Warfare (Sea Surface);;;
S*SPG-----;S*SPG----------;30;121000;00;00;Military Combatant : Navy Task Organization;;;;
S*SPGT----;S*SPGT---------;30;121002;00;00;Military Combatant : Navy Task Organization : Navy Task Force;;;;
S*SPGG----;S*SPGG---------;30;121003;00;00;Military Combatant : Navy Task Organization : Navy Task Group;;;;
S*SPGU----;S*SPGU---------;30;121004;00;00;Military Combatant : Navy Task Organization : Navy Task Unit;;;;
S*SPGC----;S*SPGC---------;30;121005;00;00;Military Combatant : Navy Task Organization : Convoy;;;;
S*SPN-----;S*SPN----------;30;130000;00;00;Military Noncombatant;;;;
S*SPNI----;S*SPNI---------;30;130104;00;00;Military Noncombatant : Auxiliary Ship : Intelligence Collector;;;;
S*SPNM----;S*SPNM---------;30;130107;00;00;Military Noncombatant : Auxiliary Ship : Hospital Ship;;;;
S*SPNR----;S*SPNR---------;30;130111;00;00;Military Noncombatant : Auxiliary Ship : Repair Ship;;;;
S*SPNF----;S*SPNF---------;30;130112;00;00;Military Noncombatant : Auxiliary Ship : Submarine Tender;;;;
S*SPNS----;S*SPNS---------;30;130200;00;00;Military Noncombatant : Service Craft/Yard;;;;
S*SPXM----;S*SPXM---------;30;140100;00;00;Civilian (Sea Surface) : Merchant Ship;;;;
S*SPXMC---;S*SPXMC--------;30;140101;00;00;Civilian (Sea Surface) : Merchant Ship : Cargo- General;;;;
S*SPXMR---;S*SPXMR--------;30;140104;00;00;Civilian (Sea Surface) : Merchant Ship : Roll On/Roll Off;;;;
S*SPXMF---;S*SPXMF--------;30;140105;00;00;Civilian (Sea Surface) : Merchant Ship : Ferry;;;;
S*SPXH----;S*SPXH---------;30;140107;00;00;Civilian (Sea Surface) : Merchant Ship : Hovercraft;;;;
S*SPXMO---;S*SPXMO--------;30;140109;00;00;Civilian (Sea Surface) : Merchant Ship : Oiler/Tanker;;;;
S*SPXMP---;S*SPXMP--------;30;140110;00;00;Civilian (Sea Surface) : Merchant Ship : Passenger;;;;
S*SPXMTU--;S*SPXMTU-------;30;140111;00;00;Civilian (Sea Surface) : Merchant Ship : Tug- Ocean Going;;;;
S*SPXMTO--;S*SPXMTO-------;30;140112;00;00;Civilian (Sea Surface) : Merchant Ship : Tow;;;;
S*SPXMH---;S*SPXMH--------;30;140113;00;00;Civilian (Sea Surface) : Merchant Ship : Transport Ship- Hazardous Material;;;;
S*SPXF----;S*SPXF---------;30;140200;00;00;Civilian (Sea Surface) : Fishing Vessel;;;;
S*SPXFDF--;S*SPXFDF-------;30;140201;00;00;Civilian (Sea Surface) : Fishing Vessel : Drifter;;;;
S*SPXFTR--;S*SPXFTR-------;30;140202;00;00;Civilian (Sea Surface) : Fishing Vessel : Trawler;;;;
S*SPXFDR--;S*SPXFDR-------;30;140203;00;00;Civilian (Sea Surface) : Fishing Vessel : Dredger;;;;
S*SPXL----;S*SPXL---------;30;140300;00;00;Civilian (Sea Surface) : Law Enforcement Vessel;;;;
S*SPXR----;S*SPXR---------;30;140400;00;00;Civilian (Sea Surface) : Leisure Craft- Sailing;;;;
